Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"The burden of pediatric surgical disease in low-resource settings: Discovering it, measuring it, and addressing it","Poenaru, D.","Global surgery has come of age as an emerging discipline poised to impact health care worldwide with a concerted plan of action and wide stakeholder support. Much less can be said about global pediatric surgery, despite a growing awareness of the global burden of pediatric surgical disease. The author describes his exposure to this burden of disease as a pediatric surgeon working in resource-limited countries in Africa and outlines his personal journey from recognizing the burden to measuring it and eventually attempting to address it. The article, based on the Hugh Greenwood International Lecture at the 2015 BAPS Congress, reviews what is known so far within global pediatric surgery, what is currently happening, and what lies ahead.",2016,,J Pediatr Surg,51,2,216-20,26655214,10.1016/j.jpedsurg.2015.10.065,14680,#7068,Poenaru 2016,Sabina Rodriguez (2025-04-03 04:07:46)(Select): Provides a nice opinion / review of literature on surgical diseases; ,Burden; Children / Pediatric Population
The burden of waiting: DALYs accrued from delayed access to pediatric surgery in Kenya and Canada,"Poenaru, D.; Pemberton, J.; Cameron, B. H.","BACKGROUND: Disability-adjusted life years (DALYs) have become the standard metric for estimating burden of disease (BoD), but have not yet been applied to delayed access to surgical procedures. This study estimates the DALYs accrued from delayed access to surgical care in two pediatric surgical units in Kenya and Canada. METHODS: Records of operations for 13 congenital health states in a Kenyan and a Canadian hospital were prospectively collected for 2012. DALYs caused by delayed presentation were estimated using disability weights and ideal and actual age at surgery. RESULTS: 1208 first-time procedures in general surgery, neurosurgery, plastic surgery, and urology were included. Delays were longest in general surgery and longer in Kenya than in Canada in all specialties. The longest delays in Kenya were for orchidopexy (72 months) and anorectoplasty (PSARP) (74 months), and in Canada for orchidopexy (40 months). Corresponding total delayed BoD was highest in general surgery and neurosurgery and higher again in Kenya than in Canada (484 cf. 84 DALYs). CONCLUSIONS: Estimating BoD resulting from delayed surgery is feasible and reflects both late presentation and limited access to care. Further exploration of these factors can make delayed DALYs a useful measure of health care coverage and waitlist prioritization.",2015,,J Pediatr Surg,50,5,765-70,25783371,10.1016/j.jpedsurg.2015.02.033,13638,#7072,Poenaru 2015,Camille Beatrice Valera (2025-01-23 08:07:44)(Select): results Kenya vs Canada can be observed in figures and tables; Rachel Wangi (2025-01-23 02:26:02)(Select): results were not disaggregated by setting. It is not clear what proportion of cases were from Kenya; ,Access to Healthcare; Barriers to Care; Children / Pediatric Population; DALYs
Characteristics and predictors of mortality in-hospital mortality following burn injury in infants in a resource-limited setting,"Purcell, L. N.; Banda, W.; Akinkuotu, A.; Phillips, M.; Hayes-Jordan, A.; Charles, A.","PURPOSE: Burn outcome data in infants is lacking from sub-Saharan Africa. We, therefore, sought to assess the characteristics and predictors of in-hospital burn mortality in a resource-limited setting. METHODS: We performed a retrospective study of the prospectively collected Burn Injury Surveillance database from June 2011 to December 2019. We performed bivariate analysis and Poisson regression to assess risk factors for mortality in our infant burn population. RESULTS: 115 (7.3%) infants met inclusion criteria. The median age of 8 months (IQR: 6-10) and primarily male (n = 67, 58.8%). Most burns were from scald (n = 62, 53.9%). Infant burn mortality was 12.2%. Poisson multivariable regression to determine burn mortality risk in infants showed that increased %TBSA burns (RR 1.04, 95% CI 1.01-1.07) and flame burns (RR 3.08, 95%CI 1.16-8.16) had a higher risk of mortality. Having surgery reduced the relative risk of death for infants with burns. CONCLUSION: We show that factors that increase infant burn mortality risk include percent total body surface area burn, flame burn mechanism, and lack of operative intervention. Increasing burn operative capability, particularly for infants and other children, is imperative.",2022,,Burns,48,3,602-607,34284937,10.1016/j.burns.2021.07.004,13388,#7139,Purcell 2022,"Saidu Ahmad Idris (2025-01-29 21:35:50)(Select): it discusses barriers to surgical burn care, including the lack of pediatric anesthesia and burn care specialist ; ",Burden; Burns; Children / Pediatric Population
The Effect of Surgical Intervention on Pediatric Burn Injury Survival in a Resource-Poor Setting,"Purcell, L. N.; Banda, W.; Williams, B.; Gallaher, J.; Charles, A.","INTRODUCTION: Burns are one of the most common injuries sustained globally. Low- and middle-income countries (LMICs) are disproportionately affected by burn injury morbidity and mortality; African children have the highest burn mortality globally. In high-income countries, early surgical intervention has shown to improve survival. However, when applied to burn victims in LMICs, improved survival in the early excision cohort (≤5 d) was not seen. Therefore, we aimed to determine the magnitude of the effect of surgical intervention on burn injury survival. METHODS: A retrospective analysis of a prospectively collected data, utilizing the Kamuzu Central Hospital Burn Database from May 2011 to July 2019, was performed. Pediatric patients (≤12 y) were included. Patients were excluded if they underwent surgical intervention for nonacute burn care management. Bivariate analyses stratifying by type of surgical intervention was performed, comparing demographics, burn characteristics, surgical intervention, and patient mortality. Standardized estimates were adjusted using the inverse-probability of treatment weights to account for confounding. Weighted logistic regression modeling was performed to determine the odds of mortality based on if a patient underwent surgical intervention. RESULTS: During the study, 2364 patients were seen at the Kamuzu Central Hospital, 1785 (75.5%) were children ≤12 y who met inclusion criteria. In the overall cohort, 342 (19.2%) underwent operations, including split-thickness skin graft (n = 196, 57.3%), debridement (n = 116, 33.9%), escharotomy (n = 19, 5.6%), and amputation (n = 1, 0.3%). The surgery cohort was older (4.2 ± 3.1 versus 3.1 ± 2.6 y, P < 0.001) with larger percent total body surface area burns (16%, interquartile range: 10-24 versus 13%, interquartile range: 8-20, P < 0.001) than those who did not have surgery. In the propensity score-weighted logistic regression predicting survival, patients undergoing surgery after burn injury had an increased odds of survival (odds ratio: 5.24, 95% confidence interval: 2.40-11.44, P = 0.003) when compared with patients not undergoing surgery. CONCLUSIONS: In this propensity-weighted analysis, surgical intervention following burn injury increases the odds of survival by a factor of 5.24 when compared with patients not undergoing surgical intervention. Efforts to enhance burn infrastructure to deliver surgical care is imperative to attenuate burn mortality in resource-poor settings.",2020,,J Surg Res,253,,86-91,32335395,10.1016/j.jss.2020.03.035,13355,#7140,Purcell 2020,"",Burns
The effect of burn mechanism on pediatric mortality in Malawi: A propensity weighted analysis,"Purcell, L. N.; Sincavage, J.; Banda, W.; Cairns, B.; Phillips, M. R.; Gallaher, J. R.; Charles, A.","INTRODUCTION: The burden of global trauma disproportionately affects low- and middle-income countries, with a high incidence in children. Thermal injury represents one of the most severe forms of trauma and is associated with remarkable morbidity and mortality. The predictors of burn mortality have been well described (age, % total body surface area burn [TBSA], and presence of inhalation injury). However, the contribution of the burn mechanism as a predictor of burn mortality is not well delineated. METHODS: This is a retrospective analysis of prospectively collected data, utilizing the Kamuzu Central Hospital (KCH) Burn Surveillance Registry from May 2011 to August 2019. Pediatric patients (≤12 years) with flame and scald burns were included in the study. Basic demographic variables including sex, age, time to presentation, %TBSA, surgical intervention, burn mechanism, and in-hospital mortality outcome was collected. Bivariate analysis comparing demographic, burn characteristics, surgical intervention, and patient outcomes were performed. Standardized estimates were adjusted using inverse-probability of treatment weights (IPTW) to account for confounding. Following weighting, logistic regression modeling was performed to determine the odds of in-hospital mortality based on burn mechanism. RESULTS: During the study period, 2364 patients presented to KCH for burns and included in the database with 1794 (75.9%) pediatric patients. Of these, 488 (27.6%) and 1280 (72.4%) were injured by flame and scald burns, respectively. Males were 47.2% (n = 230) and 59.2% (n = 755) of the flame and scald burn cohorts, respectively (p < 0.001.) Patients presenting with flame burns compared to scald burns were older (4. 7 ± 3.1 vs. 2.7 ± 2.3 years, p < 0.001) with greater %TBSA burns (17.8 [IQR 10-28] vs 12 [IQR 7-20], p < 0.001). Surgery was performed for 42.2% (n = 206) and 19.9% (n = 140) of the flame and scald burn cohorts, respectively (p < 0.001.) Flame burns had a 2.6x greater odds of in-hospital mortality compared to scald burns (p < 0.001) after controlling for sex, %TBSA, age, time to presentation, and surgical status. CONCLUSION: In this propensity-weighted analysis, we show that burn mechanism, specifically flame burns, resulted in a nearly 3-fold increase in odds of in-hospital mortality compared to scald burns. Our results emphasize flame and scald burns have major differences in the inflammatory response, metabolic profile over time, and outcomes. We may further utilize these differences to develop specialized treatments for each burn mechanism to potentially prevent metabolic dysfunction and improve clinical outcomes.",2021,,Burns,47,1,222-227,33277092,10.1016/j.burns.2019.12.018,13329,#7145,Purcell 2021,"",Burden; Burns
Sex dimorphism in pediatric burn mortality in Malawi: A propensity matched analysis,"Purcell, L. N.; Yohann, A.; Banda, W.; Gallaher, J.; Charles, A.","INTRODUCTION: There is increasing evidence that sex differences may influence pathophysiology after thermal injury and affect clinical outcomes. This study aimed to assess the relationships between sex, thermal injury, and inpatient mortality in a pediatric burn cohort in a resource-limited setting. METHOD: This is a retrospective analysis of data collected from the Kamuzu Central Hospital Burns Unit, in Lilongwe, Malawi, from May 2011 to December 2019 on all pediatric patients (≤12 years). We performed a bivariate analysis by sex comparing demographics, burn characteristics, surgical intervention, and mortality. Standardized estimates were adjusted using the inverse probability of treatment weights to account for confounding. Following weighting, odds of mortality based on sex were obtained via logistic regression modeling. RESULTS: A total of 1904 children were admitted with a male preponderance (n = 1065, 55.9 %). Overall, the median age was 3 years (IQR1-4). Females had a higher percent total body surface area (%TBSA) burn than males, 15 % vs. 13 % (p = 0.03), respectively. Flame burns were more frequent in females compared to males, 32 % and 23 %, respectively (p < 0.001). There were higher rates of surgical intervention in females than males (20.9 % vs. 16.7 %, p = 0.02). The propensity score weighted logistic regression predicting mortality revealed no difference in the odds of mortality based on sex (OR 1.12, 95 % CI 0.82-1.52, p = 0.5). CONCLUSION: We show males are just as likely to die from burns compared to females with similar injuries in this propensity-matched analysis. A lack of difference in mortality may be attributable to the similarities in the hormonal profile in the prepubescent child.",2021,,Burns,47,1,228-233,33280955,10.1016/j.burns.2020.05.005,13311,#7146,Purcell 2021,"Rachel Wangi (2025-02-13 02:37:47)(Select): some burn patients underwent surgery, though type of surgery was not specified.; ",""
Trauma training for nonorthopaedic doctors in low- and middle-income countries,"Quansah, R.; Abantanga, F.; Donkor, P.","Increasingly, nonspecialist Ghanaian doctors in district hospitals are called upon to perform a variety of surgical procedures for which they have little or no training. They are also required to provide initial stabilization for the injured and, in some cases, provide definitive management where referral is not possible. Elsewhere continuing medical education courses in trauma have improved the delivery of trauma care. Development of such courses must meet the realities of a low-income country. The Department of Surgery, Kwame Nkrumah University of Science and Technology developed a week-long trauma continuing medical education course for doctors in rural districts. The course was introduced in 1997, and has been run annually since. The trauma course specifically addresses the critical issues of trauma care in Ghana. It has improved the knowledge base of doctors, as well as their self-reported process of trauma care. Through the process we have learned lessons that could help in the efforts to improve trauma training and trauma care in other low-income countries.",2008,,Clin. Orthop. Rel. Res.,466,10,2403-2412,WOS:000259141600015,10.1007/s11999-008-0401-6,23622,#7164,Quansah 2008,Lionel Bernard Dumont (2025-02-26 03:13:19)(Select): Specific data on reconstructive surgery such as skin grafting ; ,Surgical Capacity
Addressing Malawi's surgical workforce crisis: a sustainable paradigm for training and collaboration in Africa,"Qureshi, J. S.; Young, S.; Muyco, A. P.; Borgstein, E.; Charles, A. G.; Mulwafu, W.; Shores, C. G.; Banza, L.; Cairns, B.; Viste, A.; Mkandawire, N.","BACKGROUND: The exodus of health professionals including surgeons from sub-Saharan Africa has been well documented, but few effective, long-term solutions have been described. There is an increasing burden of surgical diseases in Africa attributable to trauma (road traffic injuries), burns, and other noncommunicable diseases such as cancer, increasing the need for surgeons. METHODS: We conducted a Descriptive analysis of surgical academic partnership between Kamuzu Central Hospital (KCH) Malawi, the University of Malawi-College of Medicine, the University of North Carolina in the United States, and Haukeland University Hospital, Norway, to locally train Malawian surgical residents in a College of Surgeons of East, Central and Southern Africa (COSECSA) approved program. RESULTS: The KCH Surgery Residency program began in 2009 with 3 residents, adding 3 general surgery and 2 orthopedic residents in 2010. The intention is to enroll ≥ 3 residents per year to fill the 5-year program and the training has been fully accredited by COSECSA. International partners have provided near-continuous presence of attending surgeons for direct training and support of the local staff surgeons, while providing monetary support in addition to the Malawi Ministry of Health salary. CONCLUSION: This collaborative, academic model of local surgery training is designed to limit brain drain by keeping future surgeons in their country of origin as they establish themselves professionally and personally, with ongoing collaboration with international colleagues.",2013,,Surgery,153,2,272-81,23063312,10.1016/j.surg.2012.08.004,13542,#7175,Qureshi 2013,"",Barriers to Care; Surgical Capacity
Epidemiologic shifts for burn injury in Ethiopia from 2001 to 2016: Implications for public health measures,"Ready, F. L.; Gebremedhem, Y. D.; Worku, M.; Mehta, K.; Eshte, M.; GoldenMerry, Y. L.; Nwariaku, F. E.; Wolf, S. E.; Phelan, H. A.","BACKGROUND: The last generation has seen Ethiopia, a low income country with a population of 100 million people, undergo a marked increase in urbanization and development. The effects of these demographic changes on the epidemiology of burn risk and thermal injury in Ethiopia are unknown. This gap constitutes a major barrier to the creation of effective burn prevention programs. METHODS: Yekatit 12 Hospital in Addis Ababa is the only burn unit in Ethiopia. In this cross sectional retrospective study, we identified and reviewed all admissions due to burn injury at that facility between 1/1/2016 and 12/31/2016. We then compared them to a previously published burn cohort treated at the same facility between 7/1/2001 and 9/31/2002. Chi square was used to compare proportions between the two samples. Continuous covariates are reported as descriptive data due to missing variance data in the 2001-02 publication. RESULTS: There were a total of 121 subjects in the 2001-02 sample and 176 subjects in the 2016 sample. The 2016 sample was found to have a significantly larger proportion of males (57%) as compared to the 2001-02 sample (36%) (p=0.0003) and a significantly higher proportion of electrical injuries (27%) than the previous cohort (5%) (p<0.0001). No significant differences were seen in mortality rates between the 2016 and 2001-02 cohorts (8% vs 12%, respectively, p=0.29) or in the regions of origin (44% outside Addis Ababa vs 54%, p=0.09) For the 2016 sample, the highest surviving Baux score was 76 while the mean Baux score for survivors was 29.6±20.11. CONCLUSION: As Ethiopia has become more industrialized over the last 15 years, the demographic pattern of burn injury has changed accordingly as electrical injuries have increased five-fold with males now constituting a majority of burn cases.",2018,,Burns,44,7,1839-1843,30072197,10.1016/j.burns.2018.04.005,13489,#7290,Ready 2018,"",Barriers to Care; Burden; Burns
Management of Human Bites in a Rural Kenyan Setting: A Plastic Surgeon's 8-Year Experience,"Rhodes, I. J.; Mwangi, M. W.; Romeo, D. J.; Rhodes, W. R.; Rohde, C.","INTRODUCTION: The treatment of human bites is a common issue facing healthcare practitioners in the developing countries of Sub-Saharan Africa where it has been noted as a growing public health concern. Generally, the desired outcomes from surgical management are healing, function, and aesthetics. We share our 8-year experience at Kapsowar Hospital in Kenya with the presentation, management, and outcome of human bites. We are uniquely situated to do so given the prevalence of human biting in our community and the full-time presence of a plastic surgeon at our institution. To the best of our knowledge, this study is the first to present human bite surgical management by a plastic surgeon certified by the American Board of Surgery working full-time on the African continent. METHODS: A retrospective chart review was conducted on all patients who presented to the operating theater at Kapsowar Hospital with a human bite between 2013-2021. After identification of eligible patients, charts were reviewed assessing parameters including age, gender, timing from injury to presentation at hospital, localization of bite, severity of facial wounds using Lackmann's classification, surgical procedure(s), postoperative complications, surgical revisions, antibiotics administered, and circumstance of incident. Data were analyzed using SPSS 29.0.0.0. RESULTS: Forty-four patients were identified. Seventeen (38.6%) were female and 27 (61.4%) were male. Thirty-one patients had facial bites and 13 patients had bites to other parts of the body. Of facial bites, 70.3% resulted in amputation of the affected part while 29.7% were lacerations. Using Lackmann's classification for facial bite severity, IIIA bites (complete avulsion) were most common for both males (9) and females (7). Females comprised 68.4% of total lip bite victims. Bites to the extremity were associated with late presentation and infection. We report a salvage rate of 85.7% for infected digits. CONCLUSIONS: Compared with most other studies on human bites, our patient population presents with a higher rate of avulsive lip injuries, most commonly among women. Our postoperative infection rate is lower than many others reported in the literature. Satisfactory cosmetic outcome with low risk of infection can be achieved by following well-established principles of wound healing and tension-free closure.",2024,,Ann Plast Surg,92,1,86-91,37962161,10.1097/sap.0000000000003730,13432,#7351,Rhodes 2024,"",Burden
Identifying gaps in the surgical training curriculum in Rwanda through evaluation of operative activity at a teaching hospital,"Rickard, J. L.; Ntakiyiruta, G.; Chu, K. M.","Objective To define the operations performed by surgical residents at a tertiary referral hospital in Rwanda to help guide development of the residency program. Design Cross-sectional study of all patients operated by surgical residents from October 2012 to September 2013. Setting University Teaching Hospital of Kigali (Centre Hospitalier Universitaire de Kigali [CHUK]), a public, tertiary referral hospital in Kigali, Rwanda. Participants All patient data were entered into the operative database by surgical residents at CHUK. A total of 2833 cases were entered into the surgical database. Of them, 53 cases were excluded from further analysis because no surgical resident was listed as the primary or assistant surgeon, leaving 2780 cases for analysis. Results There were 2780 operations involving surgical residents. Of them, 51% of procedures were classified under general surgery, 38% orthopedics, 7% neurosurgery, and 4% urology. Emergency operations accounted for 64% of the procedures, with 56% of those being general surgery and 35% orthopedic. Further, 50% of all operations were trauma, with 71% of those orthopedic and 21% general surgery. Surgical faculty were involved in 45% of operations as either the primary or the assistant surgeons, while the remainder of operations did not involve surgical faculty. Residents were primary surgeons in 68% of procedures and assistant surgeons in 84% of procedures. Conclusions The operative experience of surgery residents at CHUK primarily involves emergency and trauma procedures. Although this likely reflects the demographics of surgical care within Rwanda, more focus should be placed on elective procedures to ensure that surgical residents are broadly trained.",2015,,Journal of Surgical Education,72,4,e73-e81,,10.1016/j.jsurg.2015.01.013,20217,#7367,Rickard 2015,Camille Beatrice Valera (2025-01-30 00:16:53)(Select): insights on operative activity; surgical capacity. some surgeries of interest. burns; soft tissue surgery. ; ,""
Associations with Perioperative Mortality Rate at a Major Referral Hospital in Rwanda,"Rickard, J. L.; Ntakiyiruta, G.; Chu, K. M.","BACKGROUND: Little is known about perioperative mortality in sub-Saharan Africa. The perioperative mortality rate (POMR) and associated factors at a major referral hospital in Rwanda were measured. METHODS: The operative activity at University Teaching Hospital of Kigali was evaluated through an operative database. As a part of this larger study, patient characteristics and outcomes were measured to determine areas for improvement in patient care. Data were collected on patient demographics, surgeon, diagnosis, and operation over a 12-month period. The primary outcome was POMR. Secondary outcomes were timing and hospital location of death. RESULTS: The POMR was 6 %. POMR in patients under 5 years of age was 10 %, 3 % in patients 5-14 years and 6 % in patients age >14 years. For emergency and elective operations, POMR was 9 and 2 %, respectively. POMR was associated with emergency status, congenital anomalies, repeat operations, referral outside Kigali, and female gender. Orthopedic procedures and age 5-14 years were associated with decreased odds of mortality. Forty-nine percent of deaths occurred in the post-operative recovery room and 35 % of deaths occurred within the first post-operative day. CONCLUSIONS: The POMR at a large referral hospital in Rwanda is <10 % demonstrating that surgery can save lives even in resource-limited settings. Emergency operations are associated with higher mortality, which could potentially be improved with faster identification and transfer from district hospitals. Nearly half of deaths occurred in the post-operative recovery room. Multidisciplinary audits of operative mortalities could help guide improvements in surgical care.",2016,,World J Surg,40,4,784-90,26546186,10.1007/s00268-015-3308-x,13390,#7368,Rickard 2016,"",Access to Healthcare; Barriers to Care; Burden; Burns; Congenital Malformations; Surgical Capacity
Facing Africa: Describing Noma in Ethiopia,"Rickart, A. J.; Rodgers, W.; Mizen, K.; Merrick, G.; Wilson, P.; Nishikawa, H.; Dunaway, D. J.","Noma affects the most marginalized communities in the world, beginning as oral ulceration and rapidly progressing to orofacial gangrene. With a mortality rate estimated to be as high as 90% and with very few able to access treatment in its active phase, very little is understood about the disease. This retrospective review of patients treated by Facing Africa for deformity and functional impairment secondary to noma between May 2015 and 2019 highlights some of the difficulties encountered by those afflicted. Eighty new patients with historical noma defects were identified and were seen over the course of nine surgical missions, with notes providing valuable geographical, socioeconomic, and psychosocial information. The mean self-reported age of onset was 5 years and 8 months, with a median time of 18 years from onset to accessing treatment. Before intervention, 65% covered their face in public, 59% reported difficulty eating, 81% were unhappy with their appearance, and 71% experienced bullying. We aimed at emphasizing the significant burden, both psychologically and physically of noma, demonstrating the disparity between recent decades of progress in the well-being of Ethiopians in general and the access to health care and mental health support for some of those most in need.",2020,,Am J Trop Med Hyg,103,2,613-618,32372746,10.4269/ajtmh.20-0019,13291,#7369,Rickart 2020,"Camille Beatrice Valera (2025-02-14 01:47:13)(Select): quantifying burden of noma. 
geographic distribution of noma in Ethiopia; Rachel Wangi (2025-02-12 01:08:11)(Select): paper gives a descripion of the disease, points to burden and barriers to care, but no measurements of reconstructive surgical cases.; ",Burden; Noma
"Characteristics, prevalence, and outcomes of diabetic foot ulcers in Africa. A systemic review and meta-analysis","Rigato, M.; Pizzol, D.; Tiago, A.; Putoto, G.; Avogaro, A.; Fadini, G. P.","Background: Among non-communicable diseases, diabetes represents a growing public health problem in Africa, where diabetes-related needs remain mostly unmet and the disabling features of foot are worsened by hygienic, cultural, and healthcare issues. We aimed to review clinical characteristics, prevalence, and outcomes of patients with diabetic foot ulcer in Africa. Methods: We searched the literature for cross-sectional and longitudinal studies reporting the characteristics of patients with diabetic foot in African countries, with a particular focus on ulcer prevalence, amputation rate, and mortality. Findings: Fifty-five full-text papers and ten abstracts were retrieved, reporting data from 19 African countries on 56,173 diabetic patients. According to the data collected, the overall prevalence of foot ulcers was 13% and increased over time, especially since 2001. Approximately 15% of patients with foot lesions underwent major amputation and 14.2% died during hospitalization. In patients with diabetic ulcers, insulin therapy was uncommon and neuropathy was the most common predisposing factor, but the prevalence of peripheral arterial disease correlated with amputation rates. Amputation and mortality decreased over time, probably as result of the implementation of screening programs in the last ten years. Mortality was directly related to previous amputation. Interpretation: The diabetic foot disease in Africa is a growing problem and is burden by high rate of in-hospital mortality. Educational interventions and screening programs including evaluation of the vascular status may play a crucial role to counter diabetic foot disease in Africa.",2018,,Diabetes Research and Clinical Practice,142,,63-73,,10.1016/j.diabres.2018.05.016,18921,#7378,Rigato 2018,"Rachel Wangi (2025-01-17 22:50:13)(Select): Results stratified by country, Burden of diabetic foot ulcer; Sabina Rodriguez (2025-01-17 09:12:53)(Select): Includes South Africa but stratifies results by African Region!; ",Disabling Pathologies; Ulcers
"Burns at KCMC: epidemiology, presentation, management and treatment outcome","Ringo, Y.; Chilonga, K.","BACKGROUND: About 90% of the global burden of burns occurs in the low and middle income countries. In Africa it is estimated that between 17,000 and 30,000 children under five die each year due to burns. In Tanzania there are no specialized burn centers. Burn patients are often managed in the general surgical wards in most hospitals. Kilimanjaro Christian Medical Centre is one of the four tertiary referral hospitals in Tanzania. RATIONALE: This study aimed to review the epidemiology presentation management and outcome of burn patients in this challenging environment. PATIENTS AND METHODS: A cross-sectional prospective study involving 41 patients was undertaken from October 2011 to April 2012. RESULTS: 65.9% were males. The largest age group was below 5 years (36.6%). 19.5% were epileptic. More than half of the burns were due to open flame. 80.5% had second degree burns. 56.1% had a BSA of 15% or less and 56.1% had an APACHE score of 10 or less. It was found that 73.2% of burns occurred at home. The commonest prehospital first aid applied was honey. Only 41.5% arrived in hospital within the first 24h after burn. Among the 14.6% who had skin grafting, none had early excision of burn wound. 53.7% developed wound sepsis while 24.4% developed contractures. The mortality rate was 26.8%. CONCLUSION: Children under five are the worst affected by burns. Most patients had second degree burn wounds. Inappropriate management of the burn wound started just after injury and continued even in hospital. Mortality and complication rates are high.",2014,,Burns,40,5,1024-9,24280526,10.1016/j.burns.2013.10.019,13373,#7385,Ringo 2014,"Camille Beatrice Valera (2025-02-04 05:25:58)(Select): burden --> burns; still useful information (grafts, contracture) 
low skin grafting was attributed to lack of SOP, supplies.; Rachel Wangi (2025-01-30 02:07:53)(Select): skin grafting was done for some of the cases, however the proportion was very small. Not sure whether this is significant; ",Burden; Burns
Prospective evaluation of anaesthesia adverse events occurring during a surgical mission in Madagascar and the relation to postoperative complications,"Robinson, E.; Couch, S.; White, M.","Currently a significant amount of surgical and anaesthesia care in many low and middle income countries is provided by non-governmental organisations (NGO) and visiting teams [1]. These teams typically rely on a team of international surgeons and anaesthetists volunteering for only a few weeks which makes teamwork and communication challenging and may compromise patient safety because surgical complications in these settings are higher than elsewhere [2]. However, the incidence of anaesthesia adverse events on surgical missions is unknown. We report our experience of 851 anaesthetics in Madagascar with the NGO, Mercy Ships. Methods For 6 months (November 2014-May 2015) we collected data prospectively on anaesthetic adverse events and postoperative complications. Complications were defined based on the US Anesthesia Quality Institute data set and divided into intra-operative, postoperative care unit (PACU), ward and surgical complications. Results A total of 851 surgical cases were undertaken by 33 different anaesthetists from 12 different countries. Of these, 247 (29%) surgical cases were children under 14 years. There were a total of 36 anaesthesia or PACU adverse events in 19 patients. Details are shown in Table 1. Surgical case mix was: maxillofacial 38%; plastic/reconstructive 11%; obstetric fistula 10%; paediatric orthopaedic 6% and general 35%. There were 50 postoperative complications (11 return to hospital, 22 return to OR, and 17 surgical site infections [SSI]). Only one was associated with an anaesthesia adverse event. This was an 8 year old boy who experienced a SSI after a neck contracture release where there was a difficult airway and contamination of the neck wound occurred. Discussion The incidence of anaesthesia adverse events was comparable to published data from Western institutions [3]. Maxillofacial surgery is associated with a higher incidence of airway complications due to the 'shared airway' and airway complications are also more frequent in children anaesthetised by non-specialist paediatric anaesthetists. This is reflected in our data: 16/17 airway complications occurred either in children or in head and neck cases or both. The exception was a 55 year old man undergoing hernia repair who was noted to have regurgitation, but no problems postoperatively. In our organisation the presence of one permanent surgeon and anaesthetist; strict orientation and evaluation procedures; and written guidelines including use of the WHO surgical safety checklist are likely contributing factors to the good safety record. (Figure Presented).",2016,,Anaesthesia,71,,45,,10.1111/anae.13350,20046,#7410,Robinson 2016,Sabina Rodriguez (2025-01-29 09:40:00)(Select): Mainly focuses on reporting the anaesthesia adverse events but also provides a very nice break down of the types of surgeries performed (including plastic/reconstructive); ,Barriers to Care
"Prevalence and characteristics of paediatric burns at the National Reconstructive Plastic Surgery and Burns Centre, Korle Bu Teaching Hospital, Ghana","Rockson, A. A.; Benjamin-Damons, N.; Pilusa, S. I.","Introduction: Burn injuries among children have emerged as a significant global public health concern, accounting for substantial morbidity and mortality worldwide. Low and Middle-Income Countries bear a significant burden of paediatric burn injuries. In Ghana, limited data exists on the prevalence, characteristics and outcomes of paediatric burns. This study provides vital data on the local burden and epidemiology of paediatric burns at Ghana's main burns treatment center. The findings have significant value in informing prevention strategies, allocating resources, and improving quality of paediatric burn care. Study objective: To establish the prevalence and characteristics of paediatric burns injuries in Ghana's leading burn center. Methodology: A retrospective cohort study analyzed data from 662 adult and paediatric patients who presented with burns from all over Ghana between 2020 and 2022. The study encompassed medical records of paediatric burn cases (aged 0–14 years) admitted to the center from January 2020 to December 2022. A purposive sampling technique was used to select cases based on the inclusion criteria and elimination of cases with 20 % missing data. A total of 335 paediatric records were reviewed. Data analytical methods: Descriptive statistics, such as frequencies, mean, percentages were used to establish period prevalence and demographic characteristics of paediatric burns. Chi-square analysis and univariate logistic regression was utilized to explore associations between categorical variables, and predictors of burn outcome. Results: The period prevalence of paediatric burns was found to be 50.6 %. Paediatric burn cases predominantly affected males (57.6 %). Majority of cases fell within the age range of 1 to 5 years (70.1 %). Hot water emerged as the leading cause (58.4 %), whiles superficial partial thickness burns (51.9 %) was the predominant type of burn. Most cases involved burns affecting less than 20 % Total Body Surface Area (59.0 %). Multi-part body injuries were common (87.2 %), with the lower limb being the most affected (25.36 %). The mortality rate was calculated to be 21.0 %. Higher TBSA was a significant predictor of mortality (p < 0.001). Conclusion: This study found a high prevalence of paediatric burns with hot water and foods being the predominant causes. Higher TBSA predicted lower chances of survival. The findings have scientific value in informing prevention strategies, allocating resources, and improving the quality of care.",2024,,Burns Open,8,4,,,10.1016/j.burnso.2024.100358,15423,#7414,Rockson 2024,"",Burden; Burns; Children / Pediatric Population
